prestito_id,codice_pratica,cliente_id,tipo_prestito,importo_erogato,importo_residuo,tasso_interesse,durata_mesi,rata_mensile,data_erogazione,data_scadenza,prossima_scadenza_rata,finalita,garanzie,stato_prestito,classificazione,giorni_ritardo,filiale_id,created_at,updated_at
5865,PR202600005865,33376,Mutuo,282075.33,220052.74,4.88,332,1550.34,2019-12-30,2047-04-07,2026-01-27,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,1,2026-01-26 23:14:36.509844,2026-01-26 23:14:36.509844
5866,PR202600005866,7816,Personale,29626.66,0.0,8.92,48,736.18,2020-06-30,2024-06-09,,Spese mediche,,Estinto,Performing,0,19,2026-01-26 23:14:36.511959,2026-01-26 23:14:36.511959
5867,PR202600005867,43356,Personale,28198.71,18423.16,7.22,75,468.25,2023-11-25,2030-01-22,,Liquidità,,Sofferenza,NPL,154,31,2026-01-26 23:14:36.514506,2026-01-26 23:14:36.514506
5868,PR202600005868,7815,Mutuo,281658.07,41653.66,7.81,142,3045.87,2016-02-11,2027-10-11,2026-02-18,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,25,2026-01-26 23:14:36.516752,2026-01-26 23:14:36.516753
5869,PR202600005869,34615,Mutuo,100418.33,61609.31,8.67,207,936.25,2019-06-30,2036-06-30,2026-02-23,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,4,2026-01-26 23:14:36.519257,2026-01-26 23:14:36.519258
5870,PR202600005870,15214,Aziendale,60309.02,14803.12,4.57,110,672.0,2019-03-10,2028-03-22,,Capitale circolante,,Sofferenza,NPL,244,28,2026-01-26 23:14:36.521415,2026-01-26 23:14:36.521416
5871,PR202600005871,4901,Personale,13548.77,8871.22,9.43,84,220.95,2023-09-02,2030-07-27,2026-02-18,Ristrutturazione casa,,In corso,Performing,0,28,2026-01-26 23:14:36.523866,2026-01-26 23:14:36.523867
5872,PR202600005872,35264,Auto,19835.59,0.0,7.07,38,584.16,2020-12-18,2024-02-01,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,9,2026-01-26 23:14:36.526082,2026-01-26 23:14:36.526082
5873,PR202600005873,16103,Personale,16797.22,0.0,8.48,81,273.09,2017-06-22,2024-02-16,,Liquidità,,Estinto,Performing,0,12,2026-01-26 23:14:36.528245,2026-01-26 23:14:36.528245
5874,PR202600005874,15948,Personale,28712.64,0.0,5.84,48,672.15,2020-12-14,2024-11-23,,Liquidità,,Estinto,Performing,0,28,2026-01-26 23:14:36.531216,2026-01-26 23:14:36.531217
5875,PR202600005875,12125,Mutuo,56163.82,8498.47,9.42,152,634.14,2015-06-11,2027-12-05,2026-02-13,Acquisto seconda casa,Ipoteca di primo grado,In corso,Past due,12,25,2026-01-26 23:14:36.534009,2026-01-26 23:14:36.534010
5876,PR202600005876,40556,Mutuo,290233.13,239330.7,9.2,325,2428.8,2021-05-06,2048-01-15,2026-02-09,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,14,2026-01-26 23:14:36.537453,2026-01-26 23:14:36.537454
5877,PR202600005877,11020,Personale,19414.6,0.0,7.17,41,535.26,2020-12-07,2024-04-20,2024-05-20,Ristrutturazione casa,,In corso,Past due,74,10,2026-01-26 23:14:36.540081,2026-01-26 23:14:36.540082
5878,PR202600005878,20900,Auto,30098.52,0.0,8.54,55,663.28,2020-05-02,2024-11-07,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,20,2026-01-26 23:14:36.542388,2026-01-26 23:14:36.542389
5879,PR202600005879,9809,Mutuo,205796.12,153648.69,8.81,221,1884.76,2021-06-14,2039-08-09,2026-02-18,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,17,2026-01-26 23:14:36.544971,2026-01-26 23:14:36.544972
5880,PR202600005880,26185,Personale,22618.71,0.0,9.46,60,474.62,2020-03-30,2025-03-04,,Liquidità,,Estinto,Performing,0,23,2026-01-26 23:14:36.547223,2026-01-26 23:14:36.547224
5881,PR202600005881,21305,Mutuo,97081.48,57919.8,4.99,295,572.09,2016-03-28,2040-06-20,2026-02-04,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,22,2026-01-26 23:14:36.549567,2026-01-26 23:14:36.549568
5882,PR202600005882,18349,Mutuo,182581.91,172235.6,9.18,300,1554.94,2024-08-13,2049-04-04,2026-02-04,Surroga mutuo,Ipoteca di primo grado,In corso,Past due,67,14,2026-01-26 23:14:36.551678,2026-01-26 23:14:36.551679
5883,PR202600005883,22962,Personale,23504.87,0.0,5.57,24,1037.2,2015-05-11,2017-04-30,,Spese mediche,,Estinto,Performing,0,24,2026-01-26 23:14:36.553985,2026-01-26 23:14:36.553986
5884,PR202600005884,1462,Auto,10236.37,0.0,6.63,55,216.33,2017-09-09,2022-03-17,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,11,2026-01-26 23:14:36.556795,2026-01-26 23:14:36.556796
5885,PR202600005885,12235,Personale,18611.2,0.0,5.21,32,624.16,2016-03-17,2018-11-02,,Spese mediche,,Estinto,Performing,0,28,2026-01-26 23:14:36.559463,2026-01-26 23:14:36.559464
5886,PR202600005886,42411,Mutuo,111208.32,41801.71,9.02,141,1281.96,2018-10-13,2030-05-13,2026-02-03,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,25,2026-01-26 23:14:36.562083,2026-01-26 23:14:36.562083
5887,PR202600005887,48551,Mutuo,130061.48,84703.91,5.74,238,916.48,2019-03-25,2038-10-11,2026-02-16,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,14,2026-01-26 23:14:36.564328,2026-01-26 23:14:36.564330
5888,PR202600005888,49490,Auto,30051.33,0.0,8.82,62,605.17,2019-04-21,2024-05-24,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,22,2026-01-26 23:14:36.566588,2026-01-26 23:14:36.566589
5889,PR202600005889,32458,Personale,29876.92,14398.52,8.14,83,471.95,2022-06-26,2029-04-20,2026-02-05,Spese mediche,,In corso,Performing,0,30,2026-01-26 23:14:36.568826,2026-01-26 23:14:36.568827
5890,PR202600005890,49777,Personale,29544.44,0.0,6.67,62,564.62,2015-01-14,2020-02-17,,Matrimonio,,Estinto,Performing,0,31,2026-01-26 23:14:36.571042,2026-01-26 23:14:36.571043
5891,PR202600005891,22021,Auto,39196.44,20629.71,5.21,38,1121.1,2024-07-25,2027-09-08,2026-02-15,Acquisto auto usata,Pegno auto,In corso,Performing,0,27,2026-01-26 23:14:36.573465,2026-01-26 23:14:36.573466
5892,PR202600005892,30498,Personale,10281.12,0.0,7.61,51,236.57,2015-01-11,2019-03-21,,Ristrutturazione casa,,Estinto,Performing,0,30,2026-01-26 23:14:36.575651,2026-01-26 23:14:36.575651
5893,PR202600005893,2700,Personale,18477.45,0.0,5.07,56,371.24,2017-10-02,2022-05-09,,Liquidità,,Estinto,Performing,0,28,2026-01-26 23:14:36.578205,2026-01-26 23:14:36.578206
5894,PR202600005894,3782,Auto,20250.74,0.0,8.57,67,381.38,2017-02-20,2022-08-23,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,16,2026-01-26 23:14:36.580431,2026-01-26 23:14:36.580431
5895,PR202600005895,8987,Aziendale,196988.85,104848.9,9.36,62,4019.13,2023-08-21,2028-09-23,2026-02-06,Investimenti,,In corso,Performing,0,16,2026-01-26 23:14:36.582604,2026-01-26 23:14:36.582605
5896,PR202600005896,26604,Personale,12215.92,0.0,6.2,79,188.7,2019-04-11,2025-10-06,,Matrimonio,,Estinto,Performing,0,7,2026-01-26 23:14:36.584715,2026-01-26 23:14:36.584716
5897,PR202600005897,1907,Personale,27975.43,14346.37,6.07,39,792.26,2024-07-03,2027-09-16,,Spese mediche,,Sofferenza,NPL,98,21,2026-01-26 23:14:36.586882,2026-01-26 23:14:36.586883
5898,PR202600005898,24978,Aziendale,196532.58,90404.99,9.12,50,4739.72,2023-10-17,2027-11-25,2026-02-03,Espansione,,In corso,Performing,0,14,2026-01-26 23:14:36.589366,2026-01-26 23:14:36.589366
5899,PR202600005899,17010,Personale,15954.13,0.0,6.65,59,317.73,2016-05-21,2021-03-26,,Matrimonio,,Estinto,Performing,0,18,2026-01-26 23:14:36.591786,2026-01-26 23:14:36.591786
5900,PR202600005900,23206,Personale,12241.71,5223.13,5.17,75,191.33,2022-06-18,2028-08-15,2026-01-28,Spese mediche,,In corso,Performing,0,5,2026-01-26 23:14:36.594012,2026-01-26 23:14:36.594012
5901,PR202600005901,43157,Personale,24161.76,0.0,6.59,33,802.58,2017-07-09,2020-03-25,,Matrimonio,,Estinto,Performing,0,17,2026-01-26 23:14:36.596289,2026-01-26 23:14:36.596289
5902,PR202600005902,6442,Auto,12100.01,0.0,5.99,65,218.43,2015-11-07,2021-03-10,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,16,2026-01-26 23:14:36.598527,2026-01-26 23:14:36.598528
5903,PR202600005903,12424,Auto,22049.35,4499.87,6.86,49,517.22,2022-10-27,2026-11-05,2026-02-08,Acquisto auto nuova,Pegno auto,In corso,Past due,41,14,2026-01-26 23:14:36.600750,2026-01-26 23:14:36.600751
5904,PR202600005904,42117,Mutuo,59958.92,42679.69,6.73,347,392.83,2017-10-21,2046-04-22,2026-02-06,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,4,2026-01-26 23:14:36.602940,2026-01-26 23:14:36.602941
5905,PR202600005905,43047,Personale,5035.57,3217.17,7.42,72,86.86,2023-11-28,2029-10-27,2026-02-15,Liquidità,,In corso,Performing,0,27,2026-01-26 23:14:36.605058,2026-01-26 23:14:36.605058
5906,PR202600005906,44145,Mutuo,79849.39,44636.3,9.23,161,866.39,2020-03-23,2033-06-13,2026-02-20,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,9,2026-01-26 23:14:36.608239,2026-01-26 23:14:36.608239
5907,PR202600005907,11959,Personale,18337.62,5846.78,7.52,69,328.17,2022-03-17,2027-11-16,,Spese mediche,,Sofferenza,NPL,109,15,2026-01-26 23:14:36.610700,2026-01-26 23:14:36.610701
5908,PR202600005908,42975,Mutuo,81041.97,71249.4,6.38,240,598.38,2023-09-05,2043-05-23,2026-02-21,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,27,2026-01-26 23:14:36.612817,2026-01-26 23:14:36.612817
5909,PR202600005909,16782,Mutuo,208556.91,76612.74,4.12,196,1463.49,2015-11-15,2031-12-21,2026-02-20,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,25,2026-01-26 23:14:36.615136,2026-01-26 23:14:36.615137
5910,PR202600005910,29119,Personale,11225.9,249.46,8.12,45,290.22,2022-05-23,2026-02-01,2026-02-01,Ristrutturazione casa,,In corso,Performing,0,32,2026-01-26 23:14:36.617352,2026-01-26 23:14:36.617353
5911,PR202600005911,29319,Mutuo,250462.4,184839.06,8.09,229,2149.63,2021-01-28,2039-11-20,2026-02-01,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,21,2026-01-26 23:14:36.619826,2026-01-26 23:14:36.619827
5912,PR202600005912,10910,Personale,19766.52,15659.19,8.19,77,330.93,2024-09-08,2031-01-05,2026-01-31,Matrimonio,,In corso,Performing,0,4,2026-01-26 23:14:36.622572,2026-01-26 23:14:36.622573
5913,PR202600005913,46133,Personale,18025.62,0.0,6.8,26,747.55,2019-05-13,2021-07-01,,Spese mediche,,Sofferenza,NPL,328,16,2026-01-26 23:14:36.624770,2026-01-26 23:14:36.624771
5914,PR202600005914,7680,Mutuo,182517.12,172377.28,9.36,342,1531.23,2024-06-24,2052-07-27,2026-02-14,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,11,2026-01-26 23:14:36.627204,2026-01-26 23:14:36.627205
5915,PR202600005915,26384,Personale,12047.56,0.0,9.17,39,358.4,2015-07-04,2018-09-16,,Ristrutturazione casa,,Estinto,Performing,0,20,2026-01-26 23:14:36.629452,2026-01-26 23:14:36.629453
5916,PR202600005916,40180,Personale,23332.94,0.0,5.19,52,502.01,2016-11-19,2021-02-26,,Matrimonio,,Estinto,Performing,0,24,2026-01-26 23:14:36.631651,2026-01-26 23:14:36.631651
5917,PR202600005917,15006,Mutuo,193061.59,74838.48,7.79,178,1832.72,2017-02-03,2031-09-18,2026-02-16,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,19,2026-01-26 23:14:36.633773,2026-01-26 23:14:36.633774
5918,PR202600005918,6751,Personale,10469.58,0.0,5.39,29,385.84,2017-03-20,2019-08-07,,Spese mediche,,Estinto,Performing,0,21,2026-01-26 23:14:36.635946,2026-01-26 23:14:36.635947
5919,PR202600005919,43213,Personale,14201.62,0.0,8.79,46,364.8,2016-07-21,2020-05-01,,Liquidità,,Estinto,Performing,0,11,2026-01-26 23:14:36.638268,2026-01-26 23:14:36.638269
5920,PR202600005920,45259,Aziendale,26592.43,0.0,7.64,28,1039.96,2020-05-12,2022-08-30,,Espansione,,Estinto,Performing,0,4,2026-01-26 23:14:36.640722,2026-01-26 23:14:36.640722
5921,PR202600005921,22076,Personale,24208.51,0.0,9.07,74,428.26,2018-11-16,2024-12-14,,Matrimonio,,Estinto,Performing,0,13,2026-01-26 23:14:36.643014,2026-01-26 23:14:36.643015
5922,PR202600005922,13888,Auto,14071.12,0.0,8.37,53,318.46,2016-03-04,2020-07-11,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,24,2026-01-26 23:14:36.645161,2026-01-26 23:14:36.645161
5923,PR202600005923,28064,Auto,20860.07,0.0,5.59,58,411.29,2020-06-20,2025-03-26,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,22,2026-01-26 23:14:36.647333,2026-01-26 23:14:36.647333
5924,PR202600005924,14310,Mutuo,278493.87,203604.76,4.0,238,1697.3,2020-10-06,2040-04-24,2026-02-07,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,23,2026-01-26 23:14:36.649493,2026-01-26 23:14:36.649493
5925,PR202600005925,47745,Personale,20432.56,5108.14,8.59,40,589.25,2023-08-03,2026-11-15,2026-02-18,Spese mediche,,In corso,Performing,0,9,2026-01-26 23:14:36.651609,2026-01-26 23:14:36.651609
5926,PR202600005926,610,Personale,27699.4,0.0,6.78,73,464.07,2019-03-12,2025-03-10,,Liquidità,,Estinto,Performing,0,29,2026-01-26 23:14:36.654125,2026-01-26 23:14:36.654126
5927,PR202600005927,9702,Personale,27049.89,18033.26,8.84,57,582.9,2024-06-09,2029-02-13,2026-01-30,Liquidità,,In corso,Performing,0,8,2026-01-26 23:14:36.656669,2026-01-26 23:14:36.656670
5928,PR202600005928,39674,Auto,16004.35,0.0,9.12,45,421.3,2019-04-08,2022-12-18,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,21,2026-01-26 23:14:36.659097,2026-01-26 23:14:36.659097
5929,PR202600005929,12947,Auto,12017.93,0.0,9.4,48,301.37,2017-07-22,2021-07-01,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,24,2026-01-26 23:14:36.661308,2026-01-26 23:14:36.661308
5930,PR202600005930,34164,Personale,19966.02,0.0,6.36,31,700.12,2018-01-17,2020-08-04,,Matrimonio,,Estinto,Performing,0,19,2026-01-26 23:14:36.663393,2026-01-26 23:14:36.663393
5931,PR202600005931,18355,Personale,9891.54,0.0,8.07,31,354.58,2015-07-31,2018-02-15,,Spese mediche,,Estinto,Performing,0,31,2026-01-26 23:14:36.665644,2026-01-26 23:14:36.665645
5932,PR202600005932,33647,Aziendale,70998.92,0.0,8.08,57,1504.14,2018-04-20,2022-12-25,,Capitale circolante,,Estinto,Performing,0,28,2026-01-26 23:14:36.667835,2026-01-26 23:14:36.667836
5933,PR202600005933,16734,Auto,10550.85,0.0,7.89,75,178.65,2016-11-18,2023-01-16,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,2,2026-01-26 23:14:36.670438,2026-01-26 23:14:36.670438
5934,PR202600005934,21021,Mutuo,176166.47,162050.57,5.1,312,1020.08,2023-12-16,2049-08-01,2026-02-03,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,3,2026-01-26 23:14:36.673071,2026-01-26 23:14:36.673072
5935,PR202600005935,9075,Mutuo,81506.7,42305.86,8.37,210,740.62,2017-09-11,2034-12-11,2026-01-27,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,16,2026-01-26 23:14:36.675212,2026-01-26 23:14:36.675213
5936,PR202600005936,45574,Mutuo,163741.19,90902.58,8.37,281,1331.27,2015-10-19,2038-11-17,2026-02-23,Acquisto seconda casa,Ipoteca di primo grado,In corso,Past due,19,2,2026-01-26 23:14:36.677448,2026-01-26 23:14:36.677449
5937,PR202600005937,47361,Aziendale,151921.49,20256.2,9.14,75,2666.68,2020-09-21,2026-11-19,2026-02-22,Espansione,,In corso,Performing,0,1,2026-01-26 23:14:36.679676,2026-01-26 23:14:36.679676
5938,PR202600005938,43572,Mutuo,71761.21,62178.85,7.3,337,501.54,2022-04-18,2049-12-22,2026-01-27,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,2,2026-01-26 23:14:36.681848,2026-01-26 23:14:36.681848
5939,PR202600005939,15645,Auto,16497.82,0.0,7.46,45,421.44,2019-07-31,2023-04-11,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,32,2026-01-26 23:14:36.684165,2026-01-26 23:14:36.684166
5940,PR202600005940,26312,Personale,19807.15,0.0,7.63,53,441.35,2019-02-10,2023-06-19,2023-07-19,Liquidità,,In corso,Past due,66,29,2026-01-26 23:14:36.686336,2026-01-26 23:14:36.686336
5941,PR202600005941,7755,Aziendale,112915.62,60588.87,6.75,41,3091.51,2024-06-27,2027-11-09,2026-02-17,Investimenti,,In corso,Performing,0,25,2026-01-26 23:14:36.688664,2026-01-26 23:14:36.688666
5942,PR202600005942,15863,Personale,6339.61,0.0,9.49,56,140.56,2015-02-24,2019-10-01,2019-10-31,Spese mediche,,In corso,Past due,37,9,2026-01-26 23:14:36.690989,2026-01-26 23:14:36.690989
5943,PR202600005943,36089,Mutuo,145161.45,118465.09,5.54,348,838.91,2020-10-12,2049-05-13,2026-02-13,Acquisto seconda casa,Ipoteca di primo grado,In corso,Past due,22,3,2026-01-26 23:14:36.693197,2026-01-26 23:14:36.693198
5944,PR202600005944,26313,Auto,39756.53,0.0,8.49,80,652.56,2017-06-12,2024-01-07,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,19,2026-01-26 23:14:36.695449,2026-01-26 23:14:36.695450
5945,PR202600005945,25546,Mutuo,219876.51,95440.9,4.88,182,1712.56,2017-07-14,2032-06-25,2026-01-28,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,17,2026-01-26 23:14:36.697543,2026-01-26 23:14:36.697544
5946,PR202600005946,22674,Auto,35191.84,0.0,9.47,65,694.15,2017-07-16,2022-11-17,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,29,2026-01-26 23:14:36.699982,2026-01-26 23:14:36.699982
5947,PR202600005947,34241,Mutuo,256644.73,165963.59,6.33,150,2480.27,2021-09-02,2033-12-28,2026-02-08,Acquisto seconda casa,Ipoteca di primo grado,In corso,Past due,88,29,2026-01-26 23:14:36.702182,2026-01-26 23:14:36.702183
5948,PR202600005948,30702,Personale,14513.48,0.0,9.39,27,598.44,2018-09-24,2020-12-12,,Spese mediche,,Estinto,Performing,0,10,2026-01-26 23:14:36.704342,2026-01-26 23:14:36.704342
5949,PR202600005949,19881,Personale,5341.31,0.0,9.02,29,205.66,2022-06-15,2024-11-01,,Ristrutturazione casa,,Sofferenza,NPL,317,29,2026-01-26 23:14:36.706772,2026-01-26 23:14:36.706773
5950,PR202600005950,11161,Personale,29540.35,0.0,6.63,31,1039.49,2018-09-05,2021-03-23,,Ristrutturazione casa,,Sofferenza,NPL,270,1,2026-01-26 23:14:36.709105,2026-01-26 23:14:36.709105
5951,PR202600005951,31757,Aziendale,77886.38,49564.06,8.16,110,1007.92,2022-09-23,2031-10-06,2026-02-04,Investimenti,,In corso,Performing,0,1,2026-01-26 23:14:36.711220,2026-01-26 23:14:36.711221
5952,PR202600005952,14837,Auto,22183.15,0.0,7.85,78,363.98,2018-09-19,2025-02-14,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,16,2026-01-26 23:14:36.713292,2026-01-26 23:14:36.713293
5953,PR202600005953,6261,Personale,28829.76,0.0,5.5,81,426.91,2017-07-24,2024-03-19,,Spese mediche,,Estinto,Performing,0,30,2026-01-26 23:14:36.715919,2026-01-26 23:14:36.715920
5954,PR202600005954,1892,Mutuo,274901.7,199117.99,4.4,185,2048.79,2021-11-11,2037-01-21,,Acquisto seconda casa,Ipoteca di primo grado,Sofferenza,NPL,321,15,2026-01-26 23:14:36.718217,2026-01-26 23:14:36.718219
5955,PR202600005955,20293,Personale,12435.25,7680.6,4.77,34,391.73,2024-12-18,2027-10-04,2026-02-11,Liquidità,,In corso,Performing,0,22,2026-01-26 23:14:36.720570,2026-01-26 23:14:36.720571
5956,PR202600005956,14133,Personale,14237.66,0.0,9.39,28,568.2,2023-01-07,2025-04-26,,Ristrutturazione casa,,Estinto,Performing,0,3,2026-01-26 23:14:36.723120,2026-01-26 23:14:36.723121
5957,PR202600005957,45051,Mutuo,75867.7,45998.53,5.72,127,797.6,2021-12-07,2032-05-13,2026-02-14,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,26,2026-01-26 23:14:36.725263,2026-01-26 23:14:36.725264
5958,PR202600005958,3302,Mutuo,71540.37,54370.68,5.47,275,456.95,2020-08-24,2043-03-27,2026-02-24,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,6,2026-01-26 23:14:36.727463,2026-01-26 23:14:36.727464
5959,PR202600005959,40461,Aziendale,154956.79,80061.01,6.53,120,1761.91,2021-04-02,2031-02-09,2026-02-05,Investimenti,,In corso,Performing,0,18,2026-01-26 23:14:36.729813,2026-01-26 23:14:36.729814
5960,PR202600005960,7610,Personale,10937.3,5372.71,8.31,57,232.9,2023-08-23,2028-04-28,2026-02-08,Spese mediche,,In corso,Performing,0,8,2026-01-26 23:14:36.732204,2026-01-26 23:14:36.732205
5961,PR202600005961,24020,Mutuo,151777.47,75888.74,8.07,176,1473.77,2018-10-11,2033-03-26,2026-02-01,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,20,2026-01-26 23:14:36.734401,2026-01-26 23:14:36.734402
5962,PR202600005962,6737,Personale,11167.5,0.0,5.12,48,257.81,2018-04-28,2022-04-07,,Ristrutturazione casa,,Estinto,Performing,0,9,2026-01-26 23:14:36.736516,2026-01-26 23:14:36.736517
5963,PR202600005963,46204,Aziendale,173728.65,0.0,7.0,32,5967.47,2015-09-09,2018-04-26,2018-05-26,Investimenti,,In corso,Past due,52,9,2026-01-26 23:14:36.738877,2026-01-26 23:14:36.738878
5964,PR202600005964,28216,Auto,22084.38,0.0,5.47,84,317.02,2016-08-28,2023-07-23,2023-08-22,Acquisto auto nuova,Pegno auto,In corso,Past due,29,3,2026-01-26 23:14:36.741156,2026-01-26 23:14:36.741156
5965,PR202600005965,8551,Auto,11312.2,5395.05,7.75,65,213.68,2023-03-28,2028-07-29,2026-02-10,Acquisto auto nuova,Pegno auto,In corso,Performing,0,32,2026-01-26 23:14:36.743342,2026-01-26 23:14:36.743343
5966,PR202600005966,45791,Aziendale,100749.34,10303.91,6.87,88,1460.63,2019-07-11,2026-10-02,2026-02-04,Investimenti,,In corso,Performing,0,11,2026-01-26 23:14:36.745603,2026-01-26 23:14:36.745603
5967,PR202600005967,22250,Mutuo,142883.14,31557.01,7.89,163,1431.41,2015-07-31,2028-12-19,2026-02-03,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,18,2026-01-26 23:14:36.747870,2026-01-26 23:14:36.747870
5968,PR202600005968,43951,Mutuo,126288.62,96321.83,4.5,236,807.57,2021-06-12,2040-10-30,2026-02-16,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,11,2026-01-26 23:14:36.750077,2026-01-26 23:14:36.750078
5969,PR202600005969,29497,Mutuo,288640.3,198199.67,7.27,300,2090.47,2018-04-24,2042-12-14,2026-02-11,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,28,2026-01-26 23:14:36.752280,2026-01-26 23:14:36.752281
5970,PR202600005970,7028,Mutuo,67021.39,54355.93,5.45,254,445.34,2022-01-31,2042-12-12,2026-02-09,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,22,2026-01-26 23:14:36.754541,2026-01-26 23:14:36.754541
5971,PR202600005971,20328,Personale,11268.39,0.0,8.82,41,319.33,2020-02-24,2023-07-08,,Ristrutturazione casa,,Estinto,Performing,0,22,2026-01-26 23:14:36.756920,2026-01-26 23:14:36.756921
5972,PR202600005972,17220,Personale,6302.38,2563.68,6.21,59,124.22,2023-03-04,2028-01-07,2026-02-16,Liquidità,,In corso,Performing,0,11,2026-01-26 23:14:36.759138,2026-01-26 23:14:36.759139
5973,PR202600005973,28650,Personale,9527.52,0.0,5.45,41,255.21,2019-02-13,2022-06-27,,Matrimonio,,Estinto,Performing,0,2,2026-01-26 23:14:36.761227,2026-01-26 23:14:36.761228
5974,PR202600005974,33958,Personale,14546.49,0.0,8.96,81,240.01,2017-02-09,2023-10-06,,Matrimonio,,Estinto,Performing,0,11,2026-01-26 23:14:36.763416,2026-01-26 23:14:36.763416
5975,PR202600005975,48469,Aziendale,24678.1,11116.26,5.44,111,283.39,2021-01-10,2030-02-22,2026-02-13,Espansione,,In corso,Performing,0,30,2026-01-26 23:14:36.765535,2026-01-26 23:14:36.765535
5976,PR202600005976,20818,Personale,29310.61,0.0,5.68,35,910.77,2017-06-01,2020-04-16,,Ristrutturazione casa,,Estinto,Performing,0,15,2026-01-26 23:14:36.767827,2026-01-26 23:14:36.767827
5977,PR202600005977,13137,Personale,28366.43,0.0,6.54,79,442.8,2016-01-22,2022-07-19,,Spese mediche,,Estinto,Performing,0,5,2026-01-26 23:14:36.770154,2026-01-26 23:14:36.770155
5978,PR202600005978,16182,Personale,20593.6,0.0,8.03,49,494.3,2017-06-08,2021-06-17,,Ristrutturazione casa,,Estinto,Performing,0,25,2026-01-26 23:14:36.772569,2026-01-26 23:14:36.772569
5979,PR202600005979,31062,Auto,10803.08,7107.29,6.2,76,172.23,2023-12-07,2030-03-05,2026-02-24,Acquisto auto usata,Pegno auto,In corso,Performing,0,2,2026-01-26 23:14:36.774692,2026-01-26 23:14:36.774693
5980,PR202600005980,23917,Mutuo,185063.79,138226.66,4.57,162,1533.07,2022-09-03,2035-12-24,2026-02-14,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,29,2026-01-26 23:14:36.776837,2026-01-26 23:14:36.776838
5981,PR202600005981,37591,Aziendale,32207.34,0.0,7.44,60,644.41,2019-04-19,2024-03-23,,Investimenti,,Estinto,Performing,0,17,2026-01-26 23:14:36.779272,2026-01-26 23:14:36.779273
5982,PR202600005982,9733,Personale,24415.68,0.0,7.32,39,705.38,2019-06-23,2022-09-05,,Ristrutturazione casa,,Estinto,Performing,0,8,2026-01-26 23:14:36.781473,2026-01-26 23:14:36.781474
5983,PR202600005983,8302,Aziendale,53724.48,46113.51,5.55,120,584.41,2024-08-27,2034-07-06,2026-02-18,Espansione,,In corso,Performing,0,28,2026-01-26 23:14:36.783621,2026-01-26 23:14:36.783621
5984,PR202600005984,8637,Mutuo,267482.31,242856.95,6.35,315,1747.42,2023-08-31,2049-07-15,2026-02-16,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,4,2026-01-26 23:14:36.785841,2026-01-26 23:14:36.785841
5985,PR202600005985,11861,Mutuo,136416.02,108576.02,8.46,343,1056.47,2020-04-25,2048-06-27,2026-02-23,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,29,2026-01-26 23:14:36.788002,2026-01-26 23:14:36.788003
